,Warehouse id,Region,SKU id,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00
11,Wh-1,NORTH,SKU-12,8.0,8.0,8.0,8.0,8.0,8.0,8.0,488.0,638.0,128.0,98.0,428.0,524.0,140.0,374.0,98.0,620.0,8.0,8.0,98.0,140.0,444.0,128.0,368.0,8.0,8.0,8.0,170.0,368.0,68.0,206.0,350.0,560.0,494.0,248.0,188.0,110.0,242.0
12,Wh-1,NORTH,SKU-13,17540.0,4896.0,2860.0,1900.0,6700.0,4604.0,1220.0,10184.0,18336.0,19324.0,5392.0,23477.33333333333,15564.0,9288.0,8488.0,5716.0,12104.0,3820.0,4116.0,21140.0,32864.0,17060.0,6520.0,12820.0,20.0,20.0,884.0,7908.0,2020.0,4796.0,844.0,18148.0,30996.0,12020.0,6948.0,15180.0,420.0,1020.0
13,Wh-1,NORTH,SKU-14,2.0,2.0,2.0,2.0,2.0,2.0,2.0,173.0,146.0,227.0,20.0,254.0,487.0,317.0,299.0,407.0,335.0,173.0,155.0,101.0,543.0,731.0,2.0,245.0,2.0,83.0,539.0,488.0,443.0,146.0,236.0,281.0,218.0,344.0,587.0,227.0,281.0,65.0
15,Wh-1,NORTH,SKU-16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,364.0,272.0,80.0,508.0,428.0,88.0,456.0,236.0,433.3333333333333,192.0,36.0,496.0,164.0,744.0,72.0,264.0,16.0,36.0,116.0,360.0,292.0,88.0,88.0,572.0,488.0,356.0,480.0,220.0,56.0,328.0
16,Wh-1,NORTH,SKU-17,8458.0,4834.0,3066.0,2642.0,5362.0,4358.0,242.0,10322.0,9690.0,13362.0,3198.0,11983.33333333333,6602.0,4814.0,5162.0,6258.0,10426.0,2494.0,2642.0,13898.0,12738.0,16042.0,2302.0,8606.0,2.0,2.0,162.0,5818.0,3026.0,4154.0,2202.0,16370.0,13754.0,7362.0,4550.0,7042.0,2.0,1202.0
17,Wh-1,NORTH,SKU-18,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,414.0,838.0,494.0,858.0,714.0,366.0,462.0,570.0,162.0,594.0,582.0,354.0,738.0,354.0,402.0,6.0,66.0,246.0,822.0,690.0,90.0,434.0,690.0,402.0,378.0,750.0,642.0,366.0,198.0
24,Wh-1,NORTH,SKU-25,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,587.6666666666666,569.0,297.0,385.0,101.0,457.0,265.0,417.0,65.0,17.0,369.0,173.0,17.0,17.0,129.0,205.0,133.0,133.0,137.0,321.0,497.0,257.0,217.0,169.0,73.0,49.0
29,Wh-1,NORTH,SKU-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,785.0,1075.0,873.6666666666666,409.0,531.0,293.0,381.0,363.0,309.0,343.0,585.0,373.0,323.0,217.0,1.0,97.0,141.0,327.0,263.0,405.0,247.0,213.0,367.0,603.0,279.0,479.0,169.0,89.0
30,Wh-1,NORTH,SKU-31,490.0,879.3333333333334,658.0,582.0,598.0,514.0,730.0,1046.0,758.0,802.0,174.0,766.0,498.0,374.0,198.0,394.0,70.0,418.0,338.0,262.0,422.0,50.0,94.0,46.0,2.0,34.0,154.0,70.0,114.0,90.0,186.0,106.0,186.0,62.0,254.0,26.0,2.0,82.0
31,Wh-1,NORTH,SKU-32,828.6666666666666,742.0,532.0,574.0,790.0,468.0,556.0,1096.0,594.0,454.0,190.0,888.0,462.0,418.0,220.0,332.0,84.0,538.0,236.0,572.0,412.0,68.0,68.0,180.0,16.0,36.0,112.0,58.0,156.0,92.0,302.0,296.0,190.0,176.0,120.0,112.0,16.0,16.0
33,Wh-1,NORTH,SKU-34,780.0,920.0,572.0,412.0,500.0,412.0,408.0,712.0,588.0,596.0,448.0,673.3333333333334,496.0,548.0,260.0,344.0,172.0,92.0,388.0,428.0,328.0,152.0,128.0,172.0,8.0,192.0,168.0,116.0,40.0,128.0,32.0,88.0,176.0,48.0,108.0,124.0,8.0,88.0
36,Wh-1,NORTH,SKU-37,775.0,1621.0,781.0,781.0,895.0,796.0,1237.0,1420.0,1060.0,658.0,520.0,1744.0,907.0,379.0,532.0,622.0,301.0,697.0,484.0,628.0,1213.0,466.0,304.0,616.0,10.0,28.0,370.0,472.0,688.0,292.0,964.0,718.0,1135.0,1180.0,322.0,1174.0,106.0,346.0
37,Wh-1,NORTH,SKU-38,7.0,397.0,31.0,541.0,181.0,325.0,310.0,517.0,307.0,283.0,151.0,331.0,286.0,121.0,235.0,307.0,205.0,337.0,265.0,415.0,385.0,163.0,37.0,103.0,7.0,67.0,67.0,139.0,115.0,145.0,202.0,229.0,475.0,181.0,310.0,271.0,181.0,205.0
38,Wh-1,NORTH,SKU-39,897.0,1353.0,1573.0,1311.0,1495.0,693.0,1537.0,2053.0,1403.0,581.0,475.0,2411.0,1627.0,1203.0,955.0,1365.0,543.0,1575.0,897.0,1295.0,1879.0,687.0,471.0,873.0,11.0,219.0,523.0,755.0,1207.0,891.0,1371.0,571.0,1883.0,1645.0,575.0,1399.0,179.0,443.0
39,Wh-1,NORTH,SKU-40,1406.0,953.0,1331.0,1361.0,854.0,851.0,1692.0,1765.333333333333,1349.0,785.0,530.0,1445.0,1376.0,815.0,659.0,812.0,251.0,686.0,869.0,815.0,1400.0,293.0,455.0,374.0,20.0,140.0,434.0,314.0,371.0,464.0,632.0,530.0,716.0,563.0,635.0,296.0,224.0,170.0
44,Wh-1,NORTH,SKU-45,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,76.0,332.0,250.0,268.0,396.0,188.0,206.0,474.0,164.0,100.0,140.0,4.0,28.0,196.0,260.0,210.0,306.0,228.0,478.0,284.0,188.0,316.0,404.0,44.0,36.0
45,Wh-1,NORTH,SKU-46,12.0,260.0,240.0,188.0,328.0,276.0,172.0,360.0,328.0,172.0,168.0,334.0,322.0,152.0,244.0,340.0,172.0,464.0,168.0,240.0,458.0,96.0,156.0,92.0,12.0,16.0,64.0,56.0,212.0,232.0,304.0,332.0,376.0,336.0,128.0,252.0,128.0,44.0
46,Wh-1,NORTH,SKU-47,3130.0,2026.0,2262.0,1606.0,3014.0,1514.0,1662.0,3238.0,2298.0,1606.0,1554.0,3882.0,2802.0,2254.0,2638.0,2930.0,730.0,3018.0,1862.0,1958.0,2338.0,2014.0,1070.0,894.0,6.0,174.0,1246.0,2102.0,2102.0,1454.0,3298.0,1390.0,3238.0,2230.0,1162.0,3174.0,406.0,102.0
47,Wh-1,NORTH,SKU-48,191.0,101.0,197.0,137.0,137.0,65.0,95.0,101.0,65.0,77.0,11.0,209.0,167.0,95.0,83.0,189.0,190.3333333333333,53.0,65.0,53.0,143.0,41.0,35.0,41.0,11.0,35.0,35.0,119.0,95.0,113.0,95.0,83.0,101.0,85.0,95.0,29.0,101.0,23.0
48,Wh-1,NORTH,SKU-49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,1.0,97.0,349.0,445.0,349.0,481.0,181.0,337.0,469.0,487.0,175.0,1.0,34.0,493.0,481.0,877.0,481.0,697.0,559.0,517.0,1063.0,394.0,559.0,73.0,229.0
49,Wh-1,NORTH,SKU-50,803.0,883.0,543.0,1059.0,1427.0,635.0,1011.0,919.0,655.0,587.0,243.0,1147.0,547.0,515.0,555.0,811.0,467.0,1131.0,463.0,747.0,923.0,731.0,367.0,263.0,19.0,67.0,123.0,355.0,359.0,711.0,695.0,1115.0,1099.0,827.0,235.0,779.0,499.0,107.0
50,Wh-1,NORTH,SKU-51,1192.0,2212.0,2173.0,1696.0,1207.0,1675.0,2698.0,3679.0,2575.0,1159.0,946.0,2971.0,1630.0,2344.0,1432.0,1735.0,1156.0,2269.0,1699.0,1990.0,3238.0,1333.0,826.0,742.0,13.0,217.0,883.0,1639.0,2302.0,1603.0,2953.0,1603.0,2605.0,2611.0,1927.0,2299.0,439.0,907.0
51,Wh-1,NORTH,SKU-52,106.0,91.0,109.0,37.0,71.0,79.0,67.0,61.0,64.0,49.0,19.0,115.0,97.0,49.0,112.0,72.0,22.0,100.0,52.0,25.0,52.0,43.0,28.0,44.0,10.0,31.0,34.0,61.0,49.0,34.0,31.0,100.0,68.0,28.0,55.0,100.0,10.0,34.0
52,Wh-1,NORTH,SKU-53,565.0,325.0,593.0,321.0,241.0,277.0,345.0,509.0,653.0,669.0,349.0,809.0,393.0,173.0,205.0,209.0,93.0,321.0,129.0,229.0,417.0,425.0,253.0,225.0,17.0,81.0,129.0,225.0,261.0,145.0,409.0,257.0,557.0,429.0,333.0,381.0,17.0,49.0
59,Wh-1,NORTH,SKU-60,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,55.33333333333334,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
60,Wh-1,NORTH,SKU-61,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2770.0,2494.0,3270.0,1642.0,2202.0,5390.0,10.0,10.0,10.0,10.0,14248.66666666667,13396.22222222222,4414.0,4010.0,2810.0,2346.0,550.0,2138.0,606.0,110.0,10.0,3114.0,10.0,1282.0,2170.0,10.0,10.0
63,Wh-1,NORTH,SKU-64,84.66666666666667,78.0,44.0,62.0,36.0,52.0,70.0,44.0,42.0,34.0,32.0,30.0,94.0,40.0,26.0,92.0,98.0,82.0,86.0,30.0,62.0,50.0,64.0,32.0,20.0,24.0,28.0,48.0,32.0,42.0,68.0,28.0,40.0,38.0,30.0,52.0,32.0,20.0
64,Wh-1,NORTH,SKU-65,192.0,132.0,96.0,104.0,52.0,20.0,192.0,24.0,44.0,52.0,20.0,56.0,160.0,120.0,48.0,120.0,48.0,84.0,56.0,56.0,104.0,48.0,36.0,68.0,20.0,20.0,48.0,60.0,100.0,84.0,96.0,32.0,44.0,36.0,112.0,168.0,20.0,20.0
68,Wh-1,NORTH,SKU-69,272.6666666666667,244.0,90.0,274.0,218.0,178.0,254.0,290.0,200.0,174.0,78.0,221.3333333333333,156.0,190.0,122.0,84.0,176.0,94.0,184.0,158.0,214.0,206.0,294.0,130.0,6.0,26.0,250.0,240.0,324.0,234.0,158.0,150.0,334.0,154.0,170.0,326.0,150.0,30.0
69,Wh-1,NORTH,SKU-70,214.0,292.0,108.0,96.0,208.0,124.0,122.0,266.0,218.0,162.0,94.0,352.0,128.0,208.0,118.0,108.0,276.0,156.0,108.0,234.0,226.0,236.0,266.0,312.0,16.0,80.0,184.0,274.0,232.0,346.0,296.0,104.0,328.6666666666667,240.0,198.0,314.0,152.0,160.0
70,Wh-1,NORTH,SKU-71,367.0,163.0,217.0,67.0,229.0,217.0,109.0,337.0,211.0,163.0,28.0,175.0,73.0,13.0,217.0,184.0,139.0,223.0,25.0,331.0,214.0,115.0,151.0,43.0,13.0,73.0,181.0,13.0,181.0,133.0,70.0,145.0,181.0,157.0,61.0,313.0,13.0,73.0
71,Wh-1,NORTH,SKU-72,242.0,174.0,154.0,162.0,210.0,234.0,102.0,254.0,280.0,146.0,76.0,204.0,188.0,64.0,138.0,110.0,222.0,166.0,282.0,138.0,282.0,170.0,130.0,166.0,14.0,94.0,102.0,174.0,160.0,90.0,350.0,218.0,154.0,162.0,300.6666666666667,265.5555555555556,130.0,70.0
76,Wh-1,NORTH,SKU-77,14.0,14.0,14.0,14.0,14.0,14.0,14.0,236.0,722.0,254.0,236.0,698.0,488.0,404.0,398.0,344.0,497.0,668.0,353.0,521.0,896.0,404.0,365.0,197.0,14.0,98.0,422.0,383.0,410.0,584.0,707.0,320.0,536.0,428.0,254.0,524.0,38.0,188.0
77,Wh-1,NORTH,SKU-78,364.0,372.0,380.0,396.0,236.0,412.0,300.0,478.6666666666667,372.0,212.0,260.0,372.0,260.0,96.0,172.0,28.0,308.0,252.0,228.0,244.0,536.0,52.0,588.0,140.0,12.0,12.0,260.0,212.0,300.0,300.0,116.0,356.0,252.0,132.0,124.0,260.0,76.0,172.0
78,Wh-1,NORTH,SKU-79,327.0,297.0,159.0,249.0,381.0,90.0,123.0,183.0,153.0,162.0,18.0,399.0,186.0,69.0,231.0,273.0,75.0,129.0,234.0,291.0,225.0,231.0,159.0,69.0,3.0,15.0,201.0,57.0,168.0,261.0,156.0,117.0,147.0,111.0,27.0,135.0,3.0,9.0
79,Wh-1,NORTH,SKU-80,556.0,816.0,668.0,572.0,444.0,372.0,540.0,692.0,640.0,224.0,188.0,780.0,772.0,596.0,236.0,288.0,80.0,472.0,12.0,332.0,832.0,236.0,132.0,164.0,12.0,28.0,68.0,472.0,244.0,388.0,608.0,84.0,264.0,296.0,140.0,600.0,116.0,388.0
80,Wh-1,NORTH,SKU-81,167.0,74.0,95.0,83.0,89.0,95.0,23.0,47.0,111.0,65.0,35.0,167.0,107.0,5.0,5.0,5.0,41.0,17.0,14.0,77.0,77.0,17.0,59.0,83.0,5.0,35.0,41.0,95.0,47.0,53.0,137.0,23.0,50.0,179.0,131.0,119.0,107.0,11.0
81,Wh-1,NORTH,SKU-82,172.0,152.0,216.0,84.0,240.0,164.0,146.0,110.0,208.0,142.0,40.0,238.0,192.0,144.0,28.0,120.0,92.0,112.0,60.0,96.0,48.0,28.0,52.0,80.0,16.0,56.0,48.0,76.0,32.0,48.0,190.0,16.0,68.0,40.0,76.0,120.0,60.0,76.0
85,Wh-1,NORTH,SKU-86,18.0,90.0,237.0,198.0,126.0,42.0,118.0,110.0,134.0,97.0,74.0,170.0,146.0,42.0,126.0,82.0,58.0,202.0,58.0,142.0,150.0,50.0,30.0,42.0,18.0,42.0,66.0,70.0,86.0,50.0,66.0,114.0,46.0,60.0,135.0,58.0,30.0,18.0
87,Wh-1,NORTH,SKU-88,633.0,627.0,451.0,295.0,377.0,305.0,485.0,687.0,381.0,613.0,189.0,617.0,587.0,319.0,393.0,167.0,157.0,187.0,205.0,425.0,323.0,265.0,173.0,275.0,17.0,37.0,217.0,197.0,451.0,185.0,195.0,341.0,309.0,257.0,417.0,447.0,125.0,49.0
88,Wh-1,NORTH,SKU-89,461.0,137.0,453.0,381.0,553.0,397.0,337.0,709.0,241.0,293.0,333.0,605.0,585.0,381.0,253.0,517.0,181.0,225.0,353.0,337.0,401.0,249.0,361.0,89.0,9.0,57.0,201.0,109.0,249.0,225.0,201.0,145.0,145.0,361.0,121.0,609.0,9.0,9.0
89,Wh-1,NORTH,SKU-90,287.0,381.6666666666667,307.0,147.0,259.0,399.0,347.0,379.0,79.0,39.0,139.0,275.0,199.0,43.0,283.0,127.0,23.0,159.0,55.0,115.0,131.0,55.0,55.0,87.0,15.0,55.0,55.0,83.0,67.0,179.0,127.0,123.0,171.0,131.0,119.0,267.0,139.0,87.0
90,Wh-1,NORTH,SKU-91,201.0,209.0,115.0,139.0,23.0,209.0,199.0,145.0,65.0,103.0,41.0,171.0,107.0,59.0,169.0,55.0,77.0,137.0,73.0,137.0,117.0,15.0,105.0,25.0,15.0,23.0,47.0,23.0,37.0,19.0,129.0,119.0,111.0,69.0,61.0,101.0,47.0,33.0
91,Wh-1,NORTH,SKU-92,6.0,6.0,6.0,51.0,225.0,201.0,6.0,30.0,249.0,165.0,66.0,231.0,180.0,180.0,192.0,165.0,78.0,279.0,192.0,288.0,144.0,39.0,60.0,51.0,6.0,18.0,102.0,90.0,72.0,57.0,141.0,198.0,117.0,99.0,177.0,39.0,57.0,24.0
92,Wh-1,NORTH,SKU-93,14.0,14.0,14.0,134.0,243.0,170.0,254.0,279.0,155.0,68.0,107.0,248.0,182.0,185.0,155.0,23.0,140.0,242.0,185.0,362.0,182.0,86.0,164.0,59.0,14.0,53.0,14.0,161.0,146.0,80.0,164.0,32.0,116.0,158.0,170.0,92.0,41.0,26.0
93,Wh-1,NORTH,SKU-94,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,58.0,24.0,124.0,102.0,28.0,66.0,36.0,32.0,38.0,52.0,68.0,30.0,14.0,50.0,32.0,10.0,22.0,34.0,74.0,48.0,90.0,62.0,60.0,30.0,34.0,66.0,84.0,18.0,10.0
94,Wh-1,NORTH,SKU-95,16.0,19.0,13.0,13.0,13.0,13.0,31.0,28.0,13.0,13.0,13.0,16.0,34.0,22.0,22.0,22.0,28.0,28.0,22.0,16.0,25.0,13.0,31.0,13.0,13.0,13.0,19.0,16.0,34.0,19.0,13.0,16.0,13.0,13.0,19.0,16.0,13.0,13.0
95,Wh-1,NORTH,SKU-96,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,119.0,119.0,26.0,65.0,122.0,35.0,41.0,41.0,95.0,53.0,17.0,59.0,47.0,11.0,23.0,35.0,89.0,95.0,47.0,29.0,53.0,95.0,47.0,83.0,89.0,89.0,71.0
96,Wh-1,NORTH,SKU-97,190.0,94.0,222.0,502.0,214.0,670.0,246.0,550.0,414.0,250.0,86.0,426.0,246.0,362.0,198.0,398.0,134.0,166.0,562.0,510.0,822.0,134.0,46.0,38.0,6.0,118.0,294.0,222.0,414.0,30.0,446.0,342.0,150.0,318.0,230.0,254.0,22.0,126.0
97,Wh-1,NORTH,SKU-98,150.0,68.0,120.0,54.0,131.0,191.0,113.0,194.0,116.0,85.0,49.0,157.0,150.0,124.0,52.0,172.0,52.0,84.0,178.0,168.0,209.0,62.0,46.0,59.0,20.0,28.0,38.0,68.0,90.0,46.0,122.0,72.0,69.0,80.0,106.0,98.0,30.0,60.0
98,Wh-1,NORTH,SKU-99,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,64.0,64.0,62.0,32.0,72.0,56.0,100.0,80.0,50.0,46.0,69.0,64.0,30.0,32.0,42.0,18.0,18.0,34.0,58.0,68.0,30.0,18.0,30.0,38.0,46.0,44.0,56.0,44.0,18.0
99,Wh-1,NORTH,SKU-100,91.0,11.0,171.0,171.0,99.0,11.0,99.0,187.0,327.0,115.0,227.0,11.0,211.0,275.0,11.0,491.0,299.0,11.0,39.0,51.0,27.0,51.0,27.0,27.0,11.0,11.0,43.0,131.0,11.0,239.0,411.0,11.0,211.0,43.0,324.3333333333333,411.0,11.0,11.0
102,Wh-1,NORTH,SKU-103,103.0,121.0,103.0,10.0,115.0,133.0,190.0,103.0,166.0,103.0,34.0,16.0,55.0,16.0,28.0,106.0,10.0,151.0,112.0,151.0,175.0,58.0,76.0,28.0,10.0,37.0,85.0,43.0,118.0,79.0,85.0,58.0,100.0,43.0,79.0,196.0,13.0,55.0
103,Wh-1,NORTH,SKU-104,304.0,224.0,56.0,96.0,52.0,304.0,232.0,384.0,192.0,172.0,20.0,224.0,224.0,212.0,120.0,220.0,136.0,224.0,248.0,328.0,224.0,56.0,96.0,108.0,4.0,200.0,200.0,180.0,260.0,272.0,324.0,60.0,200.0,84.0,256.0,244.0,200.0,32.0
104,Wh-1,NORTH,SKU-105,44.0,48.0,83.0,87.0,55.0,88.0,117.0,99.0,65.0,40.0,29.0,58.0,28.0,24.0,39.0,83.0,19.0,27.0,34.0,83.0,43.0,24.0,36.0,42.0,14.0,25.0,21.0,29.0,31.0,65.0,74.0,32.0,27.0,23.0,40.0,57.0,19.0,19.0
105,Wh-1,NORTH,SKU-106,1290.0,1586.0,950.0,490.0,1330.0,1522.0,1582.0,2262.0,2350.0,1502.0,834.0,2700.666666666667,1934.0,1670.0,1722.0,634.0,558.0,1426.0,554.0,1310.0,1654.0,802.0,1046.0,1050.0,2.0,130.0,234.0,658.0,574.0,826.0,534.0,1082.0,1362.0,882.0,966.0,2118.0,146.0,82.0
106,Wh-1,NORTH,SKU-107,640.0,868.0,691.0,469.0,562.0,634.0,490.0,988.0,607.0,604.0,247.0,1000.0,961.0,343.0,472.0,739.0,196.0,550.0,199.0,421.0,427.0,208.0,277.0,382.0,10.0,34.0,118.0,70.0,331.0,70.0,343.0,412.0,274.0,106.0,340.0,538.0,85.0,22.0
107,Wh-1,NORTH,SKU-108,173.0,833.0,281.0,145.0,679.0,569.0,483.0,804.3333333333334,817.0,655.0,281.0,831.6666666666666,899.0,273.0,507.0,541.0,153.0,267.0,347.0,285.0,831.0,301.0,237.0,429.0,17.0,125.0,125.0,273.0,329.0,361.0,341.0,445.0,563.0,331.0,533.0,625.0,313.0,37.0
108,Wh-1,NORTH,SKU-109,17.0,257.0,69.0,105.0,113.0,298.3333333333333,117.0,217.0,85.0,25.0,57.0,177.0,69.0,125.0,117.0,9.0,9.0,81.0,69.0,109.0,269.0,9.0,49.0,41.0,209.0,9.0,9.0,17.0,25.0,9.0,9.0,89.0,9.0,137.0,89.0,9.0,9.0,9.0
109,Wh-1,NORTH,SKU-110,49.0,5.0,61.0,17.0,5.0,51.0,7.0,5.0,47.0,5.0,59.0,45.0,5.0,5.0,25.0,21.0,182.3333333333333,5.0,5.0,5.0,105.0,5.0,55.0,88.33333333333333,5.0,33.0,5.0,5.0,155.6666666666667,103.2222222222222,5.0,5.0,9.0,15.0,9.0,11.0,5.0,5.0
110,Wh-1,NORTH,SKU-111,150.0,243.0,252.0,93.0,42.0,465.0,234.0,372.0,237.0,222.0,96.0,272.0,153.0,24.0,114.0,252.0,204.0,345.0,351.0,177.0,246.0,447.0,318.0,6.0,3.0,33.0,48.0,51.0,57.0,9.0,15.0,72.0,63.0,177.0,444.0,129.0,57.0,3.0
111,Wh-1,NORTH,SKU-112,6.0,36.0,16.0,6.0,6.0,28.0,6.0,6.0,6.0,20.0,6.0,20.0,6.0,6.0,14.0,6.0,6.0,6.0,6.0,6.0,14.0,52.0,38.0,6.0,6.0,23.33333333333333,6.0,8.0,6.0,18.0,6.0,6.0,6.0,10.0,14.0,18.0,6.0,6.0
112,Wh-1,NORTH,SKU-113,352.0,223.0,745.0,409.0,169.0,283.0,85.0,1066.0,1324.0,151.0,175.0,811.0,184.0,313.0,541.0,187.0,247.0,1663.0,817.0,892.0,1381.0,955.0,883.0,67.0,1.0,76.0,79.0,28.0,49.0,73.0,1.0,61.0,163.0,487.0,775.0,232.0,19.0,1.0
