,Unnamed: 0,Warehouse id,Region,SKU id,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,params
26,62,1,NORTH,63,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,22,30,16,18,36,30,73,16,46,30,66,47,28,99,42,32,"[4, 0, 1]"
27,65,1,NORTH,66,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,259,7,55,87,29,149,115,227,299,395,429,283,86,155,47,"[0, 0, 1]"
28,66,1,NORTH,67,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,20,37,7,35,7,17,7,56,22,49,83,64,174,161,52,33,57,27,"[1, 0, 0]"
29,67,1,NORTH,68,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,54,200,86,116,6,6,6,44,20,66,140,58,67,312,378,310,162,82,"[1, 0, 0]"
30,72,1,NORTH,73,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,585,111,513,177,321,17,17,17,45,101,17,93,73,337,145,345,185,41,41,"[0, 0, 0]"
31,73,1,NORTH,74,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,162,2,2,122,210,210,210,34,2,2,2,"[1, 0, 0]"
32,74,1,NORTH,75,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,352,70,160,224,152,16,24,16,20,34,28,44,56,160,72,214,72,52,32,"[0, 0, 0]"
33,75,1,NORTH,76,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,58,20,22,"[0, 0, 0]"
34,82,1,NORTH,83,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,25,5,5,5,5,13,105,5,5,5,105,45,21,5,5,"[0, 0, 0]"
35,83,1,NORTH,84,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,60,16,40,16,56,24,16,16,32,896,4632,1068,76,136,6320,1072,5396,4956,280,32,"[2, 1, 1]"
36,84,1,NORTH,85,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,491,3,3,867,3831,298,3,3,"[0, 0, 0]"
37,86,1,NORTH,87,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"[0, 0, 0]"
38,100,1,NORTH,101,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,14,14,130,76,152,58,14,34,120,14,"[1, 0, 0]"
39,101,1,NORTH,102,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,121,23,16,125,28,127,96,25,"[2, 1, 1]"
40,117,1,NORTH,118,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,2,2,2,2,2,2,2,"[0, 0, 0]"
41,155,1,NORTH,156,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44,21,20,20,"[0, 0, 0]"
42,161,1,NORTH,162,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,85,40,"[0, 1, 0]"
43,162,1,NORTH,163,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,32,20,16,"[0, 0, 0]"
44,163,1,NORTH,164,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,68,41,"[0, 1, 0]"
45,168,1,NORTH,169,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,67,54,104,14,20,4,"[1, 0, 0]"
46,169,1,NORTH,170,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,63,99,263,26,27,15,"[1, 0, 0]"
47,170,1,NORTH,171,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,264,108,270,45,66,81,"[0, 2, 0]"
48,171,1,NORTH,172,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,"[0, 0, 0]"
49,173,1,NORTH,174,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,33,13,29,9,9,25,"[0, 1, 1]"
50,174,1,NORTH,175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,33,1,1,1,"[0, 0, 0]"
51,175,1,NORTH,176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"[0, 0, 0]"
52,176,1,NORTH,177,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,60,12,12,56,92,20,92,12,12,"[0, 0, 0]"
53,177,1,NORTH,178,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,182,30,29,101,"[2, 0, 1]"
54,178,1,NORTH,179,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,25,15,23,151,31,19,"[0, 0, 0]"
55,179,1,NORTH,180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,2,2,2,2,2,2,26,14,2,2,2,14,2,2,2,2,"[0, 0, 0]"
56,180,1,NORTH,181,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,24,8,8,8,8,8,8,9,8,8,"[0, 0, 0]"
57,182,1,NORTH,183,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,40,8,12,8,8,12,8,40,8,8,8,8,24,40,8,8,8,"[0, 0, 0]"
58,183,1,NORTH,184,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,21,17,31,17,17,17,17,17,17,17,17,17,"[0, 0, 0]"
59,186,1,NORTH,187,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"[0, 0, 0]"
60,187,1,NORTH,188,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,21,47,16,5,5,5,5,45,5,5,31,53,37,33,29,37,58,37,9,"[0, 0, 1]"
61,188,1,NORTH,189,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,44,110,164,11,17,8,8,32,86,44,40,62,104,131,56,98,140,26,32,"[0, 1, 0]"
62,190,1,NORTH,191,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,48,12,30,12,48,12,12,12,21,21,21,30,30,30,12,30,57,12,19,"[0, 0, 0]"
63,191,1,NORTH,192,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,47,21,39,21,49,15,15,25,39,15,31,15,15,43,15,15,15,31,31,"[0, 0, 0]"
64,192,1,NORTH,193,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,17,31,3,13,3,3,7,3,5,27,3,23,31,15,9,9,17,19,"[0, 0, 0]"
65,194,1,NORTH,195,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,18,30,14,14,44,22,32,22,14,18,22,30,26,34,14,14,"[0, 0, 0]"
66,196,1,NORTH,197,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,154,138,50,42,18,42,114,70,18,74,146,18,130,170,66,51,66,82,"[0, 1, 0]"
67,197,1,NORTH,198,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,68,176,134,44,104,14,38,131,74,74,134,50,128,194,14,65,308,44,62,"[0, 0, 0]"
68,199,1,NORTH,200,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,126,54,200,35,92,18,"[0, 0, 0]"
69,200,1,NORTH,201,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,34,93,22,40,16,"[0, 0, 0]"
70,201,1,NORTH,202,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,105,30,216,36,90,45,"[1, 0, 1]"
71,203,1,NORTH,204,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,22,46,74,31,70,26,27,22,"[1, 0, 1]"
72,204,1,NORTH,205,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,234,438,90,81,228,6,105,174,330,150,168,126,114,98,102,282,228,60,234,"[0, 0, 0]"
73,206,1,NORTH,207,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,93,3,183,93,64,3,3,153,237,93,159,79,45,219,9,153,297,21,69,"[0, 0, 0]"
74,207,1,NORTH,208,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,36,12,"[0, 0, 0]"
75,208,1,NORTH,209,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,138,360,486,135,372,318,537,186,552,702,18,240,"[2, 0, 1]"
76,209,1,NORTH,210,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,293,347,113,17,167,17,95,167,143,221,341,251,83,108,107,359,251,227,125,"[0, 1, 0]"
77,212,1,NORTH,213,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,48,16,35,16,16,16,16,16,16,16,16,16,16,"[0, 0, 0]"
78,226,1,NORTH,227,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,49,21,49,49,17,17,22,17,49,17,17,17,"[0, 0, 0]"
79,227,1,NORTH,228,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,53,17,53,161,17,89,35,89,17,17,17,17,"[0, 0, 0]"
80,228,1,NORTH,229,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,4,4,84,52,116,190,102,276,49,316,4,96,132,4,"[4, 1, 1]"
81,240,2,EAST,403,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,66,30,42,6,6,6,6,72,6,6,6,22,42,36,78,126,6,"[0, 0, 0]"
82,247,2,EAST,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,92,84,12,28,4,20,4,60,17,8,4,"[0, 1, 0]"
83,248,2,EAST,352,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,64,22,21,10,28,10,46,10,70,88,82,10,"[0, 0, 1]"
84,249,2,EAST,21,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,87,87,7,31,15,143,63,119,31,103,127,"[0, 1, 1]"
85,250,2,EAST,22,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,39,63,47,23,23,71,23,31,27,59,27,"[3, 0, 1]"
86,251,2,EAST,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,7,1,7,43,31,9,37,31,13,"[2, 0, 1]"
87,252,2,EAST,24,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,134,126,94,74,14,46,142,30,150,35,190,6,"[1, 0, 1]"
88,254,2,EAST,26,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,60,60,102,6,18,66,6,18,36,24,"[1, 0, 0]"
89,255,2,EAST,27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,43,31,3,31,7,43,7,71,12,43,35,"[1, 1, 1]"
90,256,2,EAST,28,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,41,59,35,11,11,47,41,77,16,77,5,"[1, 0, 1]"
91,257,2,EAST,29,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,47,21,29,19,23,7,27,25,29,13,33,17,"[1, 0, 1]"
92,261,2,EAST,33,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,21,61,55,29,17,61,53,26,105,93,37,"[2, 0, 1]"
93,266,2,EAST,36,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,125,42,5,133,61,85,37,13,125,141,117,125,205,"[2, 0, 1]"
94,270,2,EAST,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,166,208,130,10,10,142,40,70,112,166,55,112,310,"[0, 0, 1]"
95,271,2,EAST,44,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,45,99,21,27,15,15,33,33,15,81,26,75,33,"[0, 0, 0]"
96,277,2,EAST,56,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,104,272,216,144,108,224,120,256,80,352,304,352,176,"[1, 1, 1]"
97,278,2,EAST,57,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,39,15,123,153,87,51,75,15,45,38,39,51,99,87,15,"[0, 1, 0]"
98,279,2,EAST,59,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13,5,5,5,5,5,5,17,11,6,5,5,"[0, 0, 0]"
99,280,2,EAST,62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,30,42,24,12,102,168,66,42,30,30,24,24,36,54,32,108,12,"[0, 1, 0]"
100,281,2,EAST,66,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,27,179,3,35,115,371,99,363,467,923,102,"[0, 2, 1]"
101,282,2,EAST,67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,42,12,6,6,6,6,6,6,6,6,24,78,102,45,420,156,432,"[1, 0, 1]"
102,283,2,EAST,244,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,142,16,46,16,43,16,94,106,154,58,40,118,88,88,76,16,16,"[0, 0, 0]"
103,288,2,EAST,73,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,43,77,39,47,63,19,147,41,35,87,75,61,29,119,27,85,21,31,45,"[0, 0, 0]"
104,290,2,EAST,76,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,72,549,276,"[1, 0, 0]"
105,299,2,EAST,84,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,32,4,28,4,4,24,24,27,228,132,"[1, 0, 0]"
106,302,2,EAST,87,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,73,30,13,"[0, 0, 0]"
107,314,2,EAST,259,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,139,475,235,151,119,79,39,95,95,251,435,19,535,"[0, 1, 1]"
108,315,2,EAST,260,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,90,154,122,90,98,30,34,43,42,122,210,102,22,"[1, 1, 0]"
109,316,2,EAST,261,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,28,216,336,145,628,1020,420,788,388,"[1, 0, 1]"
110,317,2,EAST,262,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,42,50,30,6,22,78,34,60,17,6,14,"[1, 0, 0]"
111,335,2,EAST,110,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,"[0, 0, 0]"
112,342,2,EAST,117,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,16,16,16,16,16,16,22,16,16,16,16,16,22,19,16,16,"[0, 0, 0]"
113,355,2,EAST,338,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,153,31,149,97,65,"[3, 0, 1]"
114,358,2,EAST,340,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,362,218,42,182,2,187,2002,2,2,2,2,2,390,14,2,2,2,2,"[0, 0, 0]"
115,370,2,EAST,344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,113,49,28,97,229,145,"[0, 1, 1]"
116,371,2,EAST,410,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,207,279,33,7,167,39,"[1, 3, 0]"
117,391,2,EAST,389,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,23,27,"[2, 0, 0]"
118,395,2,EAST,162,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,22,7,"[0, 0, 0]"
119,396,2,EAST,163,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,21,"[0, 0, 0]"
120,397,2,EAST,164,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,6,"[0, 0, 0]"
121,402,2,EAST,172,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"[0, 0, 0]"
122,403,2,EAST,178,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,52,25,36,44,"[0, 2, 1]"
123,404,2,EAST,179,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,6,"[0, 0, 0]"
124,408,2,EAST,392,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,17,9,"[3, 1, 0]"
125,409,2,EAST,187,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,"[0, 0, 0]"
126,410,2,EAST,189,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,29,17,17,37,53,17,17,17,17,25,17,17,17,25,21,29,"[0, 1, 0]"
127,413,2,EAST,195,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,58,18,18,29,30,90,30,54,18,26,58,18,60,18,66,34,"[0, 0, 0]"
