,Warehouse id,Region,SKU id,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00
27,Wh-1,NORTH,SKU-28,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,29.0,19.0,31.66666666666667,29.22222222222222,23.0,45.0,52.66666666666666,49.88888888888889,42.62962962962963,27.54320987654321,11.0
28,Wh-1,NORTH,SKU-29,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,56.0,67.33333333333333,50.0,36.0,60.0,36.0,109.3333333333333,64.0,84.66666666666667,89.55555555555556,65.85185185185185,36.0
32,Wh-1,NORTH,SKU-33,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,18.0,72.0,40.0,42.0,140.6666666666667,162.8888888888889,147.6296296296296,103.5432098765432,113.5144032921811,127.1714677640604,88.39048925468678,30.0
34,Wh-1,NORTH,SKU-35,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,126.6666666666667,68.8888888888889,33.62962962962963,4.0
35,Wh-1,NORTH,SKU-36,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,144.0,2.0,6.0,154.0,292.0,330.0,314.0,534.0,538.0,722.6666666666666,663.5555555555555,478.0,568.0,282.0,306.0
40,Wh-1,NORTH,SKU-41,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,69.0,8.0,8.0,57.0,11.0,64.0,62.66666666666666,32.0,94.0,114.6666666666667,142.5555555555556,147.8518518518518,94.61728395061728,38.0,20.0
41,Wh-1,NORTH,SKU-42,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,42.0,6.0,6.0,70.66666666666667,114.8888888888889,100.962962962963,30.0,73.33333333333333,84.0,6.0,54.0,132.6666666666667,113.5555555555555,6.0,81.85185185185185
42,Wh-1,NORTH,SKU-43,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,28.0,146.6666666666667,4.0,12.0,69.33333333333333,32.0,124.0,137.3333333333333,197.7777777777778,377.9259259259259,347.3086419753086,52.0,112.0,84.0,52.0,28.0
43,Wh-1,NORTH,SKU-44,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,34.0,14.0,22.0,80.66666666666667,46.0,168.6666666666667,188.2222222222222,194.7407407407407,158.2469135802469,82.0,14.0,158.0,147.3333333333333,46.0,111.7777777777778
53,Wh-1,NORTH,SKU-54,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,62.0,18.0,26.0,102.0,70.0,54.0,58.0,82.0,90.0,195.3333333333333,170.4444444444445,170.1481481481482,143.3827160493827,58.0,18.0
54,Wh-1,NORTH,SKU-55,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,85.66666666666667,15.0,23.0,55.0,69.0,117.0,83.0,159.6666666666667,113.0,279.6666666666667,189.0,97.0,235.6666666666667,193.8888888888889,95.0
55,Wh-1,NORTH,SKU-56,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,139.0,115.0,175.0,299.0,259.0,507.0,774.3333333333334,810.1111111111112,758.0370370370371,836.679012345679,710.2263374485597,460.0754458161866,139.0
56,Wh-1,NORTH,SKU-57,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,25.0,111.6666666666667,17.0,17.0,49.0,17.0,49.0,122.3333333333333,134.7777777777778,41.0,138.3333333333333,222.1111111111111,231.3703703703704,117.7901234567901,33.0,25.0
57,Wh-1,NORTH,SKU-58,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,78.0,17.0,41.0,95.0,164.0,161.0,29.0,226.0,242.6666666666667,235.2222222222222,155.0,351.0,260.3333333333333,17.0,47.0
58,Wh-1,NORTH,SKU-59,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,294.3333333333333,13.0,29.0,133.0,221.0,278.3333333333333,213.0,305.0,93.0,303.6666666666667,277.0,469.0,430.3333333333333,133.0,109.0
61,Wh-1,NORTH,SKU-62,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,46.0,300.6666666666667,14.0,94.0,294.0,258.0,258.0,166.0,318.0,500.6666666666667,394.8888888888889,62.0,250.0,274.0,114.0,62.0
62,Wh-1,NORTH,SKU-63,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,22.0,76.33333333333333,16.0,18.0,36.0,30.0,39.66666666666666,16.0,46.0,30.0,47.66666666666666,47.0,28.0,56.33333333333334,42.0,32.0
65,Wh-1,NORTH,SKU-66,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,259.0,7.0,55.0,87.0,29.0,149.0,115.0,227.0,307.0,377.0,363.0,410.3333333333333,383.4444444444444,155.0,47.0
66,Wh-1,NORTH,SKU-67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,20.0,37.0,7.0,35.0,7.0,17.0,7.0,56.0,22.0,49.0,65.33333333333333,64.0,133.0,115.3333333333333,52.0,118.0,57.0,27.0
67,Wh-1,NORTH,SKU-68,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,54.0,113.3333333333333,86.0,116.0,6.0,6.0,6.0,44.0,20.0,66.0,140.0,58.0,252.0,314.0,334.0,268.6666666666667,162.0,82.0
72,Wh-1,NORTH,SKU-73,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,483.6666666666667,615.2222222222223,435.0740740740741,177.0,171.6666666666667,17.0,17.0,17.0,45.0,101.0,17.0,93.0,73.0,185.0,145.0,225.0,185.0,41.0,41.0
73,Wh-1,NORTH,SKU-74,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,55.33333333333334,2.0,2.0,111.3333333333333,177.1111111111111,199.037037037037,245.0123456790124,191.0041152263375,2.0,2.0,2.0
74,Wh-1,NORTH,SKU-75,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,338.0,381.3333333333333,255.1111111111111,210.3703703703704,126.1234567901234,16.0,24.0,16.0,20.0,34.0,28.0,44.0,56.0,96.0,72.0,119.3333333333333,72.0,52.0,32.0
75,Wh-1,NORTH,SKU-76,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,32.66666666666666,20.0,37.55555555555555
82,Wh-1,NORTH,SKU-83,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.66666666666667,5.0,5.0,5.0,5.0,41.0,50.33333333333334,5.0,5.0,5.0,51.66666666666666,159.2222222222222,181.7407407407407,5.0,5.0
83,Wh-1,NORTH,SKU-84,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,60.0,16.0,40.0,16.0,56.0,24.0,16.0,16.0,32.0,4734.666666666667,3478.222222222223,1540.740740740741,76.0,136.0,2509.333333333333,2992.444444444445,4448.148148148149,3228.04938271605,1180.01646090535,32.0
84,Wh-1,NORTH,SKU-85,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,165.6666666666667,3.0,3.0,1567.0,3812.333333333333,3284.777777777778,3.0,3.0
86,Wh-1,NORTH,SKU-87,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,11.0,7.0,7.0
100,Wh-1,NORTH,SKU-101,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.66666666666667,14.0,14.0,73.33333333333333,100.4444444444444,103.4814814814815,58.49382716049382,14.0,154.6666666666667,96.22222222222221,14.0
101,Wh-1,NORTH,SKU-102,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,53.33333333333334,30.77777777777778,16.0,67.33333333333333,85.1111111111111,102.7037037037037,74.5679012345679,67.4238683127572
117,Wh-1,NORTH,SKU-118,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.666666666666667,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.333333333333333,2.0
155,Wh-1,NORTH,SKU-156,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,40.0,38.66666666666666,20.0,20.0
161,Wh-1,NORTH,SKU-162,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,63.0,62.66666666666666,55.22222222222222
162,Wh-1,NORTH,SKU-163,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,76.0,90.66666666666667,16.0
163,Wh-1,NORTH,SKU-164,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,52.0,53.66666666666666,48.88888888888889
168,Wh-1,NORTH,SKU-169,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,27.66666666666667,49.55555555555556,69.18518518518519,119.0617283950617,107.6872427983539,43.8957475994513,4.0
169,Wh-1,NORTH,SKU-170,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,31.0,64.33333333333333,142.1111111111111,231.3703703703704,182.4567901234568,74.81893004115226,90.758573388203
170,Wh-1,NORTH,SKU-171,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,129.0,169.0,298.3333333333333,273.4444444444444,140.1481481481481,164.8641975308642
171,Wh-1,NORTH,SKU-172,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
173,Wh-1,NORTH,SKU-174,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,39.66666666666666,28.55555555555555,23.51851851851852,20.50617283950617,9.0,9.0,14.33333333333333
174,Wh-1,NORTH,SKU-175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,21.0,18.33333333333333,1.0,1.0,1.0
175,Wh-1,NORTH,SKU-176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
176,Wh-1,NORTH,SKU-177,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,28.0,12.0,12.0,53.33333333333334,75.11111111111111,82.37037037037037,62.12345679012346,12.0,12.0
177,Wh-1,NORTH,SKU-178,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,228.0,249.3333333333333,126.4444444444445,158.925925925926
178,Wh-1,NORTH,SKU-179,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,18.33333333333333,15.0,115.0,99.0,49.66666666666666,55.88888888888889
179,Wh-1,NORTH,SKU-180,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0,10.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0
180,Wh-1,NORTH,SKU-181,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,13.33333333333333,8.0,8.0,8.0,8.0,8.0,8.0,18.66666666666667,8.0,8.0
182,Wh-1,NORTH,SKU-183,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,18.66666666666667,8.0,9.333333333333334,8.0,8.0,20.0,8.0,18.66666666666667,8.0,8.0,8.0,8.0,24.0,24.0,8.0,8.0,8.0
183,Wh-1,NORTH,SKU-184,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.33333333333333,17.0,21.66666666666667,17.0,17.0,17.0,17.0,17.0,17.0,23.0,17.0,17.0
186,Wh-1,NORTH,SKU-187,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
187,Wh-1,NORTH,SKU-188,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,47.0,67.0,5.0,5.0,5.0,5.0,45.0,5.0,5.0,31.0,53.0,37.0,33.0,29.0,37.0,58.0,37.0,9.0
188,Wh-1,NORTH,SKU-189,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,44.0,110.0,95.0,11.0,17.0,8.0,8.0,32.0,86.0,44.0,104.0,62.0,104.0,97.0,56.0,98.0,88.0,26.0,32.0
190,Wh-1,NORTH,SKU-191,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,24.0,12.0,30.0,12.0,24.0,12.0,12.0,12.0,21.0,21.0,21.0,30.0,30.0,30.0,12.0,30.0,33.0,12.0,37.0
191,Wh-1,NORTH,SKU-192,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,41.66666666666666,47.88888888888889,35.96296296296296,21.0,28.33333333333333,15.0,15.0,25.0,26.33333333333333,15.0,31.0,15.0,15.0,24.33333333333333,15.0,15.0,15.0,31.0,31.0
192,Wh-1,NORTH,SKU-193,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,15.0,17.0,31.0,3.0,13.0,3.0,3.0,7.0,3.0,5.0,27.0,3.0,23.0,31.0,15.0,9.0,24.33333333333333,17.0,19.0
194,Wh-1,NORTH,SKU-195,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,31.33333333333333,30.0,14.0,14.0,26.66666666666667,22.0,25.33333333333333,22.0,14.0,18.0,22.0,30.0,26.0,24.66666666666667,14.0,14.0
196,Wh-1,NORTH,SKU-197,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,103.3333333333333,138.0,50.0,42.0,18.0,42.0,114.0,70.0,18.0,74.0,79.33333333333333,18.0,130.0,122.0,66.0,111.3333333333333,66.0,82.0
197,Wh-1,NORTH,SKU-198,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,68.0,126.0,134.0,44.0,104.0,14.0,38.0,131.0,74.0,74.0,134.0,50.0,128.0,112.0,14.0,248.0,200.0,44.0,62.0
199,Wh-1,NORTH,SKU-200,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,66.0,106.6666666666667,197.5555555555556,191.8518518518518,100.6172839506173,18.0
